Wall time,Step,Value
1746332653.7342002,1683,35.0
1746332653.9519398,1687,34.0
1746332654.1931636,1691,47.0
1746332654.480292,1694,58.0
1746332654.6394455,1695,103.0
1746332654.8035161,1696,132.0
1746332654.9155395,1697,78.0
1746332655.136595,1699,106.0
1746332655.39037,1702,69.0
1746332655.8458774,1709,41.0
1746332655.8940032,1710,33.0
1746332656.170859,1715,40.0
1746332656.2948685,1717,66.0
1746332656.3627648,1718,53.0
1746332656.474545,1719,84.0
1746332657.155086,1728,34.0
1746332657.4216506,1732,93.0
1746332657.490324,1733,54.0
1746332657.5880756,1734,78.0
1746332657.6898317,1735,82.0
1746332657.9148278,1737,121.0
1746332658.4365294,1742,76.0
1746332658.482146,1743,34.0
1746332658.5900893,1745,35.0
1746332658.6429613,1746,41.0
1746332658.6885736,1747,35.0
1746332658.8444867,1750,44.0
1746332658.9409394,1752,35.0
1746332658.9935744,1753,39.0
1746332659.0584168,1754,48.0
1746332659.7927601,1763,77.0
1746332660.1461523,1766,86.0
1746332661.0504131,1775,40.0
1746332661.431694,1781,55.0
1746332661.4992611,1782,50.0
1746332662.0189033,1788,45.0
1746332662.1390882,1789,95.0
1746332662.276816,1790,91.0
1746332662.4757786,1792,82.0
1746332663.0205574,1798,65.0
1746332663.3778124,1804,42.0
1746332663.4308324,1805,36.0
1746332663.9801729,1813,34.0
1746332664.0769153,1814,69.0
1746332664.3089705,1817,37.0
1746332664.5586915,1820,30.0
1746332665.0576398,1824,106.0
1746332665.3034902,1826,125.0
1746332665.8177543,1830,148.0
1746332666.1801472,1836,32.0
1746332666.4013317,1840,41.0
1746332666.4705348,1841,57.0
1746332666.870393,1844,108.0
1746332667.1212425,1846,102.0
1746332667.4016283,1849,49.0
1746332667.6547184,1853,42.0
1746332667.8009496,1855,45.0
1746332668.0531998,1857,61.0
1746332668.1941245,1858,102.0
1746332668.2699494,1859,62.0
1746332668.7218823,1866,31.0
1746332668.813371,1868,38.0
1746332668.870012,1869,35.0
1746332670.4505243,1875,99.0
1746332670.806474,1876,148.0
1746332670.8881829,1877,46.0
1746332671.3797069,1879,270.0
1746332671.6883976,1881,121.0
1746332672.8156614,1893,32.0
1746332673.6716204,1902,151.0
1746332675.3328543,1906,739.0
1746332676.182788,1911,52.0
1746332676.2395778,1912,44.0
1746332676.4832609,1917,35.0
1746332676.539512,1918,34.0
1746332676.584123,1919,34.0
1746332676.7902045,1923,36.0
1746332676.8454015,1924,43.0
1746332677.67859,1930,337.0
1746332681.2743547,1934,212.0
1746332681.3446066,1935,49.0
1746332681.4066274,1936,35.0
1746332681.5110753,1938,40.0
1746332681.5511806,1939,29.0
1746332681.760313,1944,30.0
1746332681.8670874,1947,19.0
1746332681.9377694,1949,21.0
1746332682.042933,1952,19.0
1746332682.1510875,1955,18.0
1746332682.2963955,1958,35.0
1746332682.4001307,1960,25.0
1746332684.6937513,1966,617.0
1746332685.170458,1967,401.0
1746332685.3683977,1969,92.0
1746332685.494618,1971,40.0
1746332685.9699862,1980,28.0
1746332686.0483904,1981,55.0
1746332686.1130528,1982,51.0
1746332686.1857405,1983,58.0
1746332687.4607685,1997,56.0
1746332687.7411304,2001,59.0
1746332688.2716777,2005,134.0
1746332691.9584706,2006,3000.0
1746332700.0748365,2009,3000.0
1746332700.1859555,2010,85.0
1746332700.351419,2013,34.0
1746332700.4470687,2015,39.0
1746332700.5485175,2017,34.0
1746332700.8078716,2022,29.0
1746332700.957234,2025,34.0
1746332701.056366,2027,27.0
1746332701.093958,2028,27.0
1746332701.188519,2030,41.0
1746332701.3475714,2033,36.0
1746332701.4825284,2036,33.0
1746332701.6027992,2038,57.0
1746332708.6891148,2041,3000.0
1746332718.5723627,2044,3000.0
1746332719.1741261,2045,478.0
1746332719.3911808,2048,37.0
1746332719.5596175,2051,33.0
1746332719.9932797,2059,33.0
1746332720.055856,2060,35.0
1746332720.1826487,2062,34.0
1746332720.4429595,2067,28.0
1746332720.7521763,2072,34.0
1746332720.807875,2073,39.0
1746332720.8731232,2074,37.0
1746332720.9789283,2076,37.0
1746332721.040854,2077,38.0
1746332721.1918902,2079,68.0
1746332723.2868884,2081,926.0
1746332725.4938781,2084,74.0
1746332725.5445058,2085,36.0
1746332725.7408445,2089,35.0
1746332725.993817,2094,34.0
1746332726.098805,2096,37.0
1746332726.4373918,2102,56.0
1746332726.4925363,2103,44.0
1746332726.611475,2104,93.0
1746332726.7368793,2105,104.0
1746332726.8516817,2106,89.0
1746332727.222738,2109,103.0
1746332727.4415255,2111,83.0
1746332727.785643,2114,91.0
1746332727.8526318,2115,38.0
1746332728.0336027,2118,38.0
1746332728.160255,2120,44.0
1746332728.4033751,2122,89.0
1746332728.5553007,2123,130.0
1746332728.7283924,2124,151.0
1746332730.0653782,2128,406.0
1746332731.6771107,2132,225.0
1746332732.4416394,2133,638.0
1746332732.7031558,2134,247.0
1746332735.0317385,2138,627.0
1746332735.5811608,2139,425.0
1746332738.267113,2141,787.0
1746332738.692575,2142,339.0
1746332739.2590306,2144,115.0
1746332739.447078,2145,150.0
1746332739.5899632,2146,112.0
1746332739.9495282,2148,103.0
1746332740.20807,2149,208.0
1746332740.903583,2151,323.0
1746332742.8260248,2154,897.0
1746332744.0887682,2156,236.0
1746332744.4791121,2157,258.0
1746332750.2018235,2163,1556.0
1746332750.5283272,2164,297.0
1746332751.1378775,2165,552.0
1746332754.6402,2169,942.0
1746332755.4558866,2171,499.0
1746332757.9796638,2173,1485.0
1746332761.088842,2177,938.0
1746332777.6203306,2184,2537.0
1746332788.4897788,2187,3000.0
1746332792.0819597,2189,86.0
1746332792.2046158,2191,34.0
1746332792.271019,2192,37.0
1746332792.459733,2196,31.0
1746332792.5506723,2198,29.0
1746332792.5997968,2199,40.0
1746332792.6353874,2200,24.0
1746332792.7617133,2203,22.0
1746332792.804582,2204,31.0
1746332792.9263191,2207,33.0
1746332792.9574006,2208,21.0
1746332793.0808032,2211,19.0
1746332793.1820202,2214,20.0
1746332793.4054074,2218,43.0
1746332807.5923326,2224,3000.0
1746332812.4413247,2225,3000.0
1746332817.5689495,2228,51.0
1746332817.6535335,2229,32.0
1746332817.8081305,2231,32.0
1746332817.9783797,2233,36.0
1746332818.0583515,2234,36.0
1746332818.2097397,2236,34.0
1746332818.2761173,2237,31.0
1746332818.4326813,2239,35.0
1746332818.5018003,2240,29.0
1746332818.5769413,2241,38.0
1746332818.6504238,2242,36.0
1746332818.8149116,2244,36.0
1746332818.9751763,2246,37.0
1746332819.042765,2247,34.0
1746332819.356638,2251,34.0
1746332819.4210157,2252,29.0
1746332819.5662336,2254,33.0
1746332819.788453,2257,35.0
1746332820.9337404,2259,516.0
1746332823.110952,2262,337.0
1746332843.6383972,2274,251.0
1746332845.3929336,2278,48.0
1746332845.704764,2281,31.0
1746332846.0813608,2286,31.0
1746332846.2673063,2288,40.0
1746332846.497029,2291,30.0
1746332846.9176967,2297,36.0
1746332847.0312188,2298,52.0
1746332853.0831482,2300,3000.0
1746332866.167413,2303,3000.0
1746332882.5641186,2306,3000.0
1746332888.5736578,2307,3000.0
1746332894.5135887,2308,3000.0
1746332916.9899466,2317,33.0
1746332917.0669348,2318,31.0
1746332917.1423547,2319,34.0
1746332917.2151673,2320,32.0
1746332917.3729808,2322,30.0
1746332917.5160422,2324,31.0
1746332917.7197323,2327,30.0
1746332918.0736358,2332,32.0
1746332918.2268786,2334,38.0
1746332918.3130834,2335,41.0
1746332918.416049,2336,53.0
1746332921.1638412,2337,1479.0
1746332955.381232,2345,3000.0
1746332956.1348221,2354,35.0
1746332956.4319315,2359,35.0
1746332956.9997475,2367,36.0
1746332957.0634534,2368,39.0
1746332957.4668846,2371,178.0
1746332970.0469368,2375,3000.0
1746332973.339021,2378,729.0
1746332976.9140244,2382,230.0
1746332977.4489102,2385,58.0
1746332977.9208925,2388,91.0
1746332978.0176659,2389,44.0
1746332978.1173773,2390,48.0
1746332981.6790924,2392,1905.0
1746333007.3756127,2400,3000.0
1746333014.6460602,2402,3000.0
1746333021.6108494,2404,3000.0
1746333024.1425617,2406,82.0
1746333024.4463553,2411,32.0
1746333024.6774936,2416,38.0
1746333025.0719097,2424,37.0
1746333025.1385772,2425,45.0
1746333025.189944,2426,40.0
1746333025.571831,2430,50.0
1746333025.9808846,2433,46.0
1746333026.1713312,2436,53.0
1746333026.6723187,2444,50.0
1746333030.190106,2446,3000.0
1746333044.2515,2450,3000.0
1746333047.7757568,2451,3000.0
1746333051.2096345,2452,3000.0
1746333054.6350133,2453,3000.0
1746333058.2233093,2455,218.0
1746333058.3376389,2457,50.0
1746333058.5144758,2460,41.0
1746333058.7011435,2463,47.0
1746333058.8169343,2464,91.0
1746333059.0369198,2466,126.0
1746333059.7607312,2468,473.0
1746333066.603658,2475,1537.0
1746333067.295173,2479,49.0
1746333067.4311981,2481,36.0
1746333067.5600243,2483,53.0
1746333067.6978557,2485,44.0
1746333067.7594695,2486,46.0
1746333067.8517025,2488,32.0
1746333068.0047538,2491,35.0
1746333068.1081958,2493,33.0
1746333068.2714586,2496,50.0
1746333068.377665,2498,36.0
1746333068.580988,2501,55.0
1746333068.6409082,2502,49.0
1746333068.7005537,2503,39.0
1746333078.4176338,2513,3000.0
1746333078.5054653,2514,54.0
1746333079.1663985,2516,359.0
1746333082.5503943,2517,3000.0
1746333084.3921926,2518,1518.0
1746333087.9286406,2519,3000.0
1746333099.3538854,2522,3000.0
1746333103.047175,2523,3000.0
1746333108.77774,2525,1349.0
1746333113.6369262,2528,57.0
1746333113.8096514,2530,37.0
1746333113.9545681,2532,32.0
1746333114.1018589,2534,32.0
1746333114.7728853,2543,36.0
1746333114.8450775,2544,34.0
1746333115.0711026,2547,34.0
1746333115.2370012,2549,37.0
1746333115.3867414,2551,35.0
1746333115.6229098,2553,77.0
1746333117.3332932,2555,706.0
1746333122.2889702,2556,3000.0
1746333133.1999907,2559,3000.0
1746333135.3714106,2565,57.0
1746333135.4475732,2566,44.0
1746333135.6678395,2570,41.0
1746333135.8341956,2573,46.0
1746333136.0425565,2576,53.0
1746333136.23074,2578,111.0
1746333136.2994134,2579,56.0
1746333136.6098242,2583,62.0
1746333136.8905506,2587,39.0
1746333137.2232156,2590,50.0
1746333137.702277,2591,454.0
1746333138.1265852,2592,358.0
1746333138.972965,2593,751.0
1746333140.9155223,2596,730.0
1746333142.4131901,2600,220.0
1746333143.8647134,2602,746.0
1746333147.6429365,2606,966.0
1746333149.0346391,2607,733.0
1746333149.4869316,2609,46.0
1746333149.9595876,2610,281.0
1746333151.197342,2615,241.0
1746333152.1878476,2618,139.0
1746333157.732792,2619,3000.0
1746333169.3940103,2621,3000.0
1746333178.524026,2623,3000.0
1746333186.6156356,2625,3000.0
1746333191.1853728,2626,3000.0
1746333209.102764,2629,3000.0
1746333214.9849946,2630,3000.0
1746333222.0362368,2632,3000.0
1746333222.4254692,2635,44.0
1746333222.5124998,2636,39.0
1746333222.79047,2638,34.0
