Wall time,Step,Value
1746333087.9286406,2519,30020.0
1746333099.3538854,2522,26350.0
1746333103.047175,2523,26970.0
1746333108.77774,2525,13587.0
1746333113.6369262,2528,235.0
1746333113.8096514,2530,55.0
1746333113.9545681,2532,30.0
1746333114.1018589,2534,30.0
1746333114.7728853,2543,34.0
1746333114.8450775,2544,32.0
1746333115.0711026,2547,32.0
1746333115.2370012,2549,35.0
1746333115.3867414,2551,43.0
1746333115.6229098,2553,335.0
1746333117.3332932,2555,6214.0
1746333122.2889702,2556,29410.0
1746333133.1999907,2559,26110.0
1746333135.3714106,2565,215.0
1746333135.4475732,2566,62.0
1746333135.6678395,2570,59.0
1746333135.8341956,2573,84.0
1746333136.0425565,2576,241.0
1746333136.23074,2578,739.0
1746333136.2994134,2579,164.0
1746333136.6098242,2583,260.0
1746333136.8905506,2587,57.0
1746333137.2232156,2590,128.0
1746333137.702277,2591,3302.0
1746333138.1265852,2592,2716.0
1746333138.972965,2593,4659.0
1746333140.9155223,2596,3918.0
1746333142.4131901,2600,988.0
1746333143.8647134,2602,4124.0
1746333147.6429365,2606,5774.0
1746333149.0346391,2607,4791.0
1746333149.4869316,2609,154.0
1746333149.9595876,2610,2329.0
1746333151.197342,2615,2149.0
1746333152.1878476,2618,1167.0
1746333157.732792,2619,26910.0
1746333169.3940103,2621,28140.0
1746333178.524026,2623,24270.0
1746333186.6156356,2625,23550.0
1746333191.1843703,2626,24460.0
1746333209.102764,2629,26180.0
1746333214.9849946,2630,27190.0
1746333222.0362368,2632,30090.0
1746333222.4254692,2635,92.0
1746333222.5124998,2636,37.0
1746333222.79047,2638,32.0
1746333223.2458694,2644,33.0
1746333223.454268,2647,26.0
